pais,tema,tema_descripcion,materia,grado,parametro,porcentaje
gt,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,Sí,0.073
gt,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,No,0.919
gt,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,Sí,0.081
gt,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,No,0.881
gt,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,Sí,0.119
gt,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,No,0.846
gt,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,Sí,0.154
hn,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Ciencias,6,No,0.916
hn,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Ciencias,6,Sí,0.084
hn,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,No,0.709
hn,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,Sí,0.291
hn,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,No,0.663
hn,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,Sí,0.337
hn,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,No,0.73
hn,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,Sí,0.27
hn,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,No,0.704
hn,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,Sí,0.296
mx,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Ciencias,6,No,0.805
mx,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Ciencias,6,Sí,0.195
mx,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,No,0.863
mx,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,Sí,0.137
mx,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,No,0.76
mx,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,Sí,0.24
mx,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,No,0.912
mx,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,Sí,0.088
mx,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,No,0.838
mx,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,Sí,0.162
ni,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Ciencias,6,No,0.981
ni,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Ciencias,6,Sí,0.019
ni,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,No,0.891
ni,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,Sí,0.109
ni,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,No,0.944
ni,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,Sí,0.056
ni,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,No,0.934
ni,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,Sí,0.066
ni,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,No,0.944
ni,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,Sí,0.056
pa,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Ciencias,6,No,0.835
pa,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Ciencias,6,Sí,0.165
pa,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,No,0.836
pa,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,Sí,0.164
pa,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,No,0.624
pa,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,Sí,0.376
pa,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,No,0.791
pa,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,Sí,0.209
pa,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,No,0.663
pa,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,Sí,0.337
py,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Ciencias,6,No,0.862
py,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Ciencias,6,Sí,0.138
py,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,No,0.573
py,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,Sí,0.427
py,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,No,0.672
py,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,Sí,0.328
py,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,No,0.76
py,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,Sí,0.24
py,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,No,0.761
py,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,Sí,0.239
pe,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Ciencias,6,No,0.798
pe,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Ciencias,6,Sí,0.202
pe,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,No,0.383
pe,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,Sí,0.617
pe,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,No,0.381
pe,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,Sí,0.619
pe,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,No,0.441
pe,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,Sí,0.559
pe,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,No,0.434
pe,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,Sí,0.566
do,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Ciencias,6,No,0.61
do,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Ciencias,6,Sí,0.39
do,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,No,0.601
do,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,Sí,0.399
do,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,No,0.421
do,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,Sí,0.579
do,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,No,0.646
do,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,Sí,0.354
do,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,No,0.546
do,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,Sí,0.454
uy,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Ciencias,6,No,0.709
uy,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Ciencias,6,Sí,0.291
uy,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,No,0.745
uy,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,3,Sí,0.255
uy,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,No,0.734
uy,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Lectura,6,Sí,0.266
uy,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,No,0.812
uy,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,3,Sí,0.188
uy,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,No,0.724
uy,Formación continua en la disciplina que enseña,Frecuencia de docente que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura,Matemáticas,6,Sí,0.276
ar,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,No,0.078
ar,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,Sí,0.922
ar,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,No,0.105
ar,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,Sí,0.895
ar,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,No,0.05
ar,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,Sí,0.95
ar,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,No,0.122
ar,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,Sí,0.878
ar,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,No,0.058
ar,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,Sí,0.942
br,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,No,0.276
br,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,Sí,0.724
br,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,No,0.517
br,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,Sí,0.483
br,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,No,0.229
br,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,Sí,0.771
br,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,No,0.517
br,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,Sí,0.483
br,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,No,0.298
br,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,Sí,0.702
cl,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,No,0.093
cl,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,Sí,0.907
cl,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,No,0.102
cl,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,Sí,0.898
cl,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,No,0.061
cl,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,Sí,0.939
cl,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,No,0.119
cl,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,Sí,0.881
cl,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,No,0.072
cl,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,Sí,0.928
co,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,No,0.423
co,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,Sí,0.577
co,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,No,0.72
co,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,Sí,0.28
co,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,No,0.493
co,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,Sí,0.507
co,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,No,0.76
co,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,Sí,0.24
co,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,No,0.497
co,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,Sí,0.503
cr,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,No,0.325
cr,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,Sí,0.675
cr,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,No,0.269
cr,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,Sí,0.731
cr,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,No,0.31
cr,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,Sí,0.69
cr,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,No,0.274
cr,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,Sí,0.726
cr,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,No,0.315
cr,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,Sí,0.685
ec,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,No,0.531
ec,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,Sí,0.469
ec,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,No,0.661
ec,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,Sí,0.339
ec,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,No,0.51
ec,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,Sí,0.49
ec,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,No,0.626
ec,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,Sí,0.374
ec,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,No,0.448
ec,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,Sí,0.552
gt,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,No,0.594
gt,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,Sí,0.406
gt,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,No,0.822
gt,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,Sí,0.178
gt,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,No,0.585
gt,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,Sí,0.415
gt,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,No,0.823
gt,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,Sí,0.177
gt,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,No,0.601
gt,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,Sí,0.399
hn,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,No,0.722
hn,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,Sí,0.278
hn,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,No,0.663
hn,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,Sí,0.337
hn,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,No,0.708
hn,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,Sí,0.292
hn,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,No,0.674
hn,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,Sí,0.326
hn,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,No,0.725
hn,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,Sí,0.275
mx,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,No,0.276
mx,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,Sí,0.724
mx,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,No,0.387
mx,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,Sí,0.613
mx,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,No,0.276
mx,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,Sí,0.724
mx,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,No,0.387
mx,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,Sí,0.613
mx,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,No,0.276
mx,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,Sí,0.724
ni,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,No,0.694
ni,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,Sí,0.306
ni,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,No,0.839
ni,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,Sí,0.161
ni,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,No,0.695
ni,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,Sí,0.305
ni,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,No,0.839
ni,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,Sí,0.161
ni,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,No,0.696
ni,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,Sí,0.304
pa,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,No,0.267
pa,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,Sí,0.733
pa,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,No,0.314
pa,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,Sí,0.686
pa,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,No,0.255
pa,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,Sí,0.745
pa,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,No,0.315
pa,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,Sí,0.685
pa,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,No,0.287
pa,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,Sí,0.713
py,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,No,0.276
py,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,Sí,0.724
py,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,No,0.374
py,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,Sí,0.626
py,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,No,0.282
py,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,Sí,0.718
py,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,No,0.376
py,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,Sí,0.624
py,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,No,0.273
py,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,Sí,0.727
pe,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,No,0.496
pe,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,Sí,0.504
pe,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,No,0.447
pe,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,Sí,0.553
pe,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,No,0.482
pe,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,Sí,0.518
pe,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,No,0.457
pe,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,Sí,0.543
pe,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,No,0.502
