pais,tema,tema_descripcion,materia,grado,parametro,porcentaje
pe,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,Sí,0.498
do,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,No,0.407
do,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,Sí,0.593
do,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,No,0.387
do,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,Sí,0.613
do,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,No,0.355
do,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,Sí,0.645
do,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,No,0.377
do,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,Sí,0.623
do,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,No,0.388
do,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,Sí,0.612
uy,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,No,0.111
uy,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Ciencias,6,Sí,0.889
uy,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,No,0.041
uy,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,3,Sí,0.959
uy,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,No,0.111
uy,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Lectura,6,Sí,0.889
uy,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,No,0.041
uy,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,3,Sí,0.959
uy,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,No,0.111
uy,Formación docente en modalidad presencial,Frecuencia de formación docente en modalidad presencial por asignatura,Matemáticas,6,Sí,0.889
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Doctorado,0
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.779
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Secundaria Inferior,0.032
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Secundaria Superior,0.002
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Grado en educación terciaria,0.182
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,"Maestría, especialización",0.005
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Doctorado,0
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.82
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Secundaria Inferior,0.022
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Secundaria Superior,0.019
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Grado en educación terciaria,0.14
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,"Maestría, especialización",0
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Doctorado,0
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.781
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Secundaria Inferior,0.012
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Secundaria Superior,0.006
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Grado en educación terciaria,0.198
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,"Maestría, especialización",0.003
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Doctorado,0
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.859
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Secundaria Inferior,0.022
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Secundaria Superior,0.012
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Grado en educación terciaria,0.108
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,"Maestría, especialización",0
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Doctorado,0
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.813
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Secundaria Inferior,0.018
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Secundaria Superior,0.005
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Grado en educación terciaria,0.159
ar,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,"Maestría, especialización",0.005
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Doctorado,0
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.838
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Secundaria Inferior,0
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Secundaria Superior,0.072
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Grado en educación terciaria,0.085
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,"Maestría, especialización",0.004
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Doctorado,0
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.054
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Secundaria Inferior,0
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Secundaria Superior,0.14
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Grado en educación terciaria,0.798
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,"Maestría, especialización",0.008
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Doctorado,0
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.015
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Secundaria Inferior,0
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Secundaria Superior,0.047
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Grado en educación terciaria,0.895
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,"Maestría, especialización",0.043
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Doctorado,0
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.054
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Secundaria Inferior,0
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Secundaria Superior,0.14
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Grado en educación terciaria,0.798
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,"Maestría, especialización",0.008
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Doctorado,0
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.036
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Secundaria Inferior,0
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Secundaria Superior,0.084
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Grado en educación terciaria,0.866
br,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,"Maestría, especialización",0.014
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Doctorado,0
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.032
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Secundaria Inferior,0
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Secundaria Superior,0.006
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Grado en educación terciaria,0.946
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,"Maestría, especialización",0.016
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Doctorado,0
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.049
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Secundaria Inferior,0
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Secundaria Superior,0.004
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Grado en educación terciaria,0.853
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,"Maestría, especialización",0.095
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Doctorado,0
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.048
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Secundaria Inferior,0
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Secundaria Superior,0
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Grado en educación terciaria,0.895
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,"Maestría, especialización",0.057
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Doctorado,0
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.032
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Secundaria Inferior,0
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Secundaria Superior,0.004
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Grado en educación terciaria,0.888
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,"Maestría, especialización",0.077
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Doctorado,0
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.031
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Secundaria Inferior,0
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Secundaria Superior,0.009
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Grado en educación terciaria,0.883
cl,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,"Maestría, especialización",0.077
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Doctorado,0
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.013
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Secundaria Inferior,0
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Secundaria Superior,0.022
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Grado en educación terciaria,0.863
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,"Maestría, especialización",0.102
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Doctorado,0
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.097
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Secundaria Inferior,0.004
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Secundaria Superior,0.023
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Grado en educación terciaria,0.858
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,"Maestría, especialización",0.018
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Doctorado,0
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.882
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Secundaria Inferior,0.013
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Secundaria Superior,0.01
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Grado en educación terciaria,0.093
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,"Maestría, especialización",0.001
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Doctorado,0
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.098
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Secundaria Inferior,0.004
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Secundaria Superior,0.027
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Grado en educación terciaria,0.857
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,"Maestría, especialización",0.014
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Doctorado,0
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.04
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Secundaria Inferior,0
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Secundaria Superior,0.012
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Grado en educación terciaria,0.909
co,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,"Maestría, especialización",0.04
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Doctorado,0
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.55
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Secundaria Inferior,0.004
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Secundaria Superior,0.141
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Grado en educación terciaria,0.292
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,"Maestría, especialización",0.012
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Doctorado,0
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.563
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Secundaria Inferior,0.015
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Secundaria Superior,0.201
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Grado en educación terciaria,0.221
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,"Maestría, especialización",0
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Doctorado,0
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.552
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Secundaria Inferior,0.004
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Secundaria Superior,0.156
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Grado en educación terciaria,0.276
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,"Maestría, especialización",0.011
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Doctorado,0
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.194
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Secundaria Inferior,0.001
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Secundaria Superior,0.015
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Grado en educación terciaria,0.567
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,"Maestría, especialización",0.223
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Doctorado,0
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.554
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Secundaria Inferior,0.004
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Secundaria Superior,0.141
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Grado en educación terciaria,0.288
cr,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,"Maestría, especialización",0.012
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Doctorado,0.005
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.145
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Secundaria Inferior,0.026
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Educación Secundaria Superior,0.073
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,Grado en educación terciaria,0.706
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Ciencias,6,"Maestría, especialización",0.046
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Doctorado,0
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.194
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Secundaria Inferior,0.139
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Educación Secundaria Superior,0.11
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,Grado en educación terciaria,0.522
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,3,"Maestría, especialización",0.035
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Doctorado,0.005
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.141
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Secundaria Inferior,0.046
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Educación Secundaria Superior,0.062
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,Grado en educación terciaria,0.698
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Lectura,6,"Maestría, especialización",0.048
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Doctorado,0
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.168
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Secundaria Inferior,0.124
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Educación Secundaria Superior,0.095
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,Grado en educación terciaria,0.573
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,3,"Maestría, especialización",0.04
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Doctorado,0.005
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Postsecundaria no Terciaria o Educación Terciaria de Ciclo Corto,0.141
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Secundaria Inferior,0.029
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Educación Secundaria Superior,0.071
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,Grado en educación terciaria,0.719
ec,Nivel educacional del docente,Frecuencia del nivel educacional más alto alcanzado por el docente por asignatura,Matemáticas,6,"Maestría, especialización",0.036
